M1070001A2130_137_07,阿輝比猴精較精看佢無異煞猛儘採罅罅啊食著就有吔
M1070001A2130_138_07,喊你在屋下掌屋你還偷偷仔走出去毋驚阿姆發譴係無
M1070001A2130_139_07,佢係新腳士有兜事情來去可能較毋知你愛多教佢哦
M1070001A2130_14_07,年到二十七過年差三日
M1070001A2130_140_07,媽祖生該日異多外國人入莊隨俗跈等祭拜求平安
M1070001A2130_141_07,佢考一百分先生當下嘖嘖滾阿𧩣佢恁慶
M1070001A2130_142_07,包豬籠粄該下做得用手指丫捻一條錐錐个線
M1070001A2130_143_07,外背落雨又冷颼颼仔無必要就莫出去哪
M1070001A2130_144_07,嬰兒仔生來盡得人惜一看著人就笑絲絲仔
M1070001A2130_145_07,這站仔緊落大雨造成盡多山仔行山盡危險
M1070001A2130_146_07,該個細人仔當大般喊佢跳舞無第二句
M1070001A2130_147_07,這下个學生仔對讀小學起勢就愛學英文
M1070001A2130_148_07,這兜屋舍無人歇放在該畜蚊仔實在盡無彩
M1070001A2130_149_07,你煮个菜齋齋無半點油氣仰傍飯得落
M1070001A2130_15_07,吂種瓜豆先搭棚吂降倈仔先安名
M1070001A2130_150_07,紅棗樹毋會盡高毋使探手就摘得著棗仔
M1070001A2130_151_07,佢慣勢著長褲腳脛長期無晒日頭白雪雪仔
M1070001A2130_152_07,香菇浸好水泌燥來等下切切啊來𤐙香料
M1070001A2130_153_07,該兜人豚仔當豺三不二時就打冰箱尋食
M1070001A2130_154_07,這坎店會恁鬧熱恁賺錢係因為地理屋場好
M1070001A2130_155_07,後生人毋做頭路歸日仔打彳亍仰會有出息
M1070001A2130_156_07,這下个細人仔學當遽隻隻都係鬼精仔樣仔
M1070001A2130_157_07,頭擺街路尾有一間戲園逐暗晡會做電影
M1070001A2130_158_07,尋頭路愛鴨嫲嘴罔吮盡量去試正會有機會
M1070001A2130_159_07,無採佢頭擺對你恁好你仰顛倒恩將仇報
M1070001A2130_16_07,見床眠見凳坐
M1070001A2130_160_07,屋下人無恁多閒時間教你去學校問先生
M1070001A2130_161_07,一日到暗嚇𠊎早慢吾魂魄會分你收忒
M1070001A2130_162_07,阿明係單丁子為著愛傳代異早就結婚吔
M1070001A2130_163_07,逐日看著佢都面臭臭仔當像少著厥錢樣仔
M1070001A2130_164_07,草坪个草正割啊忒風吹啊來就鼻得著臭青味
M1070001A2130_165_07,佢兩公婆退休過後透日遶山花還樂線哦
M1070001A2130_166_07,𠊎斯同你講正經个毋好恅著係講笑个
M1070001A2130_167_07,出恁大个車禍佢全無事人講佢實在耐命
M1070001A2130_168_07,這老車仔輒輒駛到半路就恬忒異無結煞
M1070001A2130_169_07,看佢眼晶晶仔聽人講話看起來當精个樣仔
M1070001A2130_17_07,日求三餐夜求一宿
M1070001A2130_170_07,佢恁久較福相笑啊去雙下𪘒就看現現
M1070001A2130_171_07,阿公敨氣毋順阿爸遽啊載佢去醫院分先生看
M1070001A2130_172_07,看釣魚仔个老阿伯跍歸半日吔吂有魚仔著釣
M1070001A2130_173_07,這係今年挷个新番豆正炒啊著你先嗒看啊
M1070001A2130_174_07,樹頂个酸柑熟哩歸樹仔黃橙黃橙纜纜吊吊
M1070001A2130_175_07,阿美同阿梅兩儕同年毋過阿美看起來較後生
M1070001A2130_176_07,佢做鐵工仔肚膁該片分鐵仔刮著緊出血
M1070001A2130_177_07,自行車毋好停在門口會徑杈著大家出入
M1070001A2130_178_07,傷著血筋血流血濯愛遽遽斷血較要緊
M1070001A2130_179_07,吾屋下人過年行春大體會去廟項點香祈福
M1070001A2130_18_07,交人交心淋樹淋根
M1070001A2130_180_07,店項个東西賣忒吔先去隔壁撥貨過來賣
M1070001A2130_181_07,細嬰兒仔雖然有多少仔臭乳臊毋過盡得人惜
M1070001A2130_182_07,係講著著尿毒這種病症一生人都愛洗腰仔
M1070001A2130_183_07,今晡日毋好在屋下食飯𠊎斯無按算煮飯哦
M1070001A2130_184_07,佢生到異靚可惜有狐癖行兼就鼻得著
M1070001A2130_185_07,頸根試著硬鉸硬鉸去分人推推啊會較鬆爽
M1070001A2130_186_07,阿公講下禮拜愛蒔田大家愛轉來𢯭手
M1070001A2130_187_07,這個細妹仔个面紅囉囉仔盡像蘋果共樣
M1070001A2130_188_07,這件事情𠊎無法度主意愛問主事人正較準
M1070001A2130_189_07,愛用个東西全部便便人員一到就做得開工
M1070001A2130_19_07,嫁雞跈雞飛嫁狗跈狗走
M1070001A2130_190_07,佢菸正食啊忒願頭又來遽遽走出去食菸
M1070001A2130_191_07,阿爸這駁仔人較毋好𫣆兄弟姊妹輪等來照顧
M1070001A2130_192_07,頭擺人會用酸醋點魚鱗痣毋過效果有限
M1070001A2130_193_07,這蘿蔔仔忒過挷煮湯食著老老有布哩
M1070001A2130_194_07,七早八早就準備舞到七晝八晝還吂好勢
M1070001A2130_195_07,佢弛胸㪐胛打赤膊看著人來正遽遽拿衫來著
M1070001A2130_196_07,阿哥行路肚挺挺仔像婦人家擐大肚樣仔
M1070001A2130_197_07,這工程進度恁慢頭家指示期限內愛改善
M1070001A2130_198_07,一料豬肉定定乜在該堵來堵去壞看相
M1070001A2130_199_07,等一下愛洗車仔你先去牽管仔𠊎來旱水
M1070001A2130_2_07,狗有搖尾牯人有笑面虎
M1070001A2130_20_07,人無千日好花無百日紅
M1070001A2130_200_07,莫麼个就望細人仔自家身體顧好來較贏
M1070001A2130_201_07,佢退休過後無事好做逐日正過家尞定定
M1070001A2130_202_07,相罵無好話事情還係愛坐下來講清楚較好
M1070001A2130_203_07,阿文仔跌倒手腳毋單淨鑪溜皮還緊出血
M1070001A2130_204_07,餅仔係無食忒愛䌈起來毋好放分佢潤忒
M1070001A2130_205_07,這牛乳粉愛摝勻正做得毋好分佢結歸矻仔
M1070001A2130_206_07,兩公婆顧賺錢哪有恁多時間好管細人仔
M1070001A2130_207_07,厥事業全部係自家拚來个哪有倚恃麼个後斗
M1070001A2130_208_07,日時頭啉忒一杯咖啡暗晡頭就睡毋落覺
M1070001A2130_209_07,你恁大聲唱華卡拉OK下屋人都試著異吵鬧
M1070001A2130_21_07,為著屋下大細个食著佢拚命賺錢
M1070001A2130_210_07,正擎一包米定定就緊敨大氣飼料雞樣仔
M1070001A2130_22_07,這公司早期緊了錢背尾正有賺錢
M1070001A2130_24_07,厥妹仔生來盡精靈讀書當慶
M1070001A2130_25_07,聽著係毋使錢个大家相賽去參加
M1070001A2130_26_07,阿爸無在屋下个期間你愛聽話
M1070001A2130_27_07,這餐廳聽講當高級愛去食看啊無
M1070001A2130_28_07,兄弟之間莫恁好呿會打壞感情
M1070001A2130_29_07,佢生來矮細罔矮細毋過力頭異大
M1070001A2130_3_07,省食餐餐飽省著日日新
M1070001A2130_30_07,考試該下緊張到完全無法度思考
M1070001A2130_31_07,佢一生人都在該追求榮華富貴
M1070001A2130_32_07,天時恁好被骨拿去外背拔拔啊
M1070001A2130_33_07,聽講有兜好額人日仔過到當簡單
M1070001A2130_34_07,佢揢等兩隻龍銀睡目都還毋肯放
M1070001A2130_35_07,事情過忒就好毋好尋人報仇
M1070001A2130_36_07,佢心肚艱苦在間肚噭到無聲
M1070001A2130_37_07,𠊎看這擺斯三條坑水洗毋淨哩
M1070001A2130_38_07,這擺標準放冗兜仔毋好忒嚴條
M1070001A2130_39_07,現下人出世係講缺嘴有好醫
M1070001A2130_4_07,東弓晴西弓雨
M1070001A2130_40_07,佢下班過後還愛打夜學實在當拚
M1070001A2130_41_07,佢分地動嚇著無辦法安心睡落覺
M1070001A2130_42_07,佢跌倒膝頭鑪著算輕可仔啦
M1070001A2130_43_07,球杓仔無帶著愛仰仔打網球
M1070001A2130_44_07,正買啊著个餅仔全部分佢食淨淨
M1070001A2130_45_07,佢係發性起來麼人个話都毋聽
M1070001A2130_46_07,慢來無好食眼擘擘仔看人食
M1070001A2130_47_07,佢人無麼个鬆爽故所下晝請假
M1070001A2130_48_07,這藥膏異有效搽兩到仔就退紅吔
M1070001A2130_49_07,這下正十點赴食晝還早早仔哪
M1070001A2130_5_07,倈仔有毋當老公有老公有毋當自家有
M1070001A2130_50_07,你去調查一下到底係麼个事情
M1070001A2130_51_07,朝晨緊拚拚仔飯包嗄毋記得帶著
M1070001A2130_52_07,阿爸睡當晝還吂醒你去喊佢
M1070001A2130_53_07,就係有你這種人計畫正毋會進行
M1070001A2130_54_07,佢當會食再過食十碗乜毋會飽
M1070001A2130_55_07,佢兜一屋下人靠厥爸食月給過日仔
M1070001A2130_56_07,老弟用砂鐐同花盆个泥鋪平來
M1070001A2130_57_07,有同佢解釋毋過佢無法度接受
M1070001A2130_58_07,昨暗晡食忒多茶故所拉尿咧
M1070001A2130_59_07,有閒就先做便愛用該下跈等就有
M1070001A2130_6_07,多子多冤愆少子變神仙
M1070001A2130_60_07,衫褲愛晾在竹篙項正較遽燥
M1070001A2130_61_07,莊下暗晡頭十點邊仔就異恬靜
M1070001A2130_62_07,鉛筆盒仔無帶著佢自家走轉去拿
M1070001A2130_63_07,講該種話正經胗肝都會㖸出來
M1070001A2130_64_07,細人仔毋聽話爺仔譴到氣緲緲仔
M1070001A2130_65_07,這位恁狹臨臨仔做兩隻間房
M1070001A2130_66_07,便所裡背怕有人吂入去愛先開聲
M1070001A2130_67_07,屋愛起來好斯愛使錢喊人設計
M1070001A2130_68_07,這搭仔治安毋好你莫忒暗轉
M1070001A2130_69_07,羅漢師會打拳頭也會擎劍表演
M1070001A2130_7_07,大官食細官細官食百姓百姓食钁頭柄
M1070001A2130_70_07,佢當白直想著麼个就講麼个
M1070001A2130_71_07,佢兩儕个感情好到像兄弟仔樣仔
M1070001A2130_72_07,正十分鐘無食菸厥菸願又擎起來
M1070001A2130_73_07,佢兜因為立場無共樣嗄變敵人
M1070001A2130_74_07,下課時節細人仔排列吊晃槓仔
M1070001A2130_75_07,該人當魯夫動啊著就面爪爪仔
M1070001A2130_76_07,佢兩儕鬥股愛開一間便利商店
M1070001A2130_77_07,佢毋單淨生來靚還當有愛心
M1070001A2130_78_07,你斯愛較拚兜仔正毋會分人看無
M1070001A2130_79_07,現代化過後異多頭路都煞忒吔
M1070001A2130_8_07,禾怕寒露風人怕老來窮
M1070001A2130_80_07,這卵壞忒吔臭肨肨仔㧒忒佢
M1070001A2130_81_07,暗晡頭自家去便所敢抑毋敢
M1070001A2130_82_07,該隻人盡壞漦動啊著就緊罵人
M1070001A2130_83_07,苦瓜丟苦盡多細人仔毋敢食
M1070001A2130_84_07,天光日佢請假你代理一下好無
M1070001A2130_85_07,佢毋知食恁多麼个打个屁當臭
M1070001A2130_86_07,這正經無恁簡單你做得教𠊎無
M1070001A2130_87_07,老鼠盡會降一到就降幾下隻
M1070001A2130_88_07,天時多變化愛著較燒暖兜仔
M1070001A2130_89_07,朝晨公車項都係淰淰个人當尖車
M1070001A2130_9_07,目眉毛企企毋係好東西
M1070001A2130_90_07,這玩具無麼个生趣賣無人愛
M1070001A2130_91_07,佢做人做事盡會擎順風旗對所有个事情全部無主無意
M1070001A2130_92_07,𠊎今晡日本底當無閒講著分你請𠊎斯挷工過來
M1070001A2130_93_07,頭擺做兵時節个伙頭軍係山東人佢亼个饅頭盡好食
M1070001A2130_94_07,佢想著身項還背等个債務逐日就額結結仔笑毋出來
M1070001A2130_95_07,運動坪个細石仔乜愛拈淨來莫害打赤腳運動个人印著
M1070001A2130_96_07,𠊎親眼看著你偷拿人个錢遽遽承認莫在該詐癲
M1070001A2130_97_07,外背打雨毛冇吔晒在禾埕項个衫褲好遽遽去收入來
M1070001A2130_98_07,好朋友逐擺打鬥敘淨番豆同茶乜共樣講到毋知天合地
M1070001A2130_99_07,人有五隻手指手指公蛇頭指棟指無名指同手指尾
M1070001D3130_1_07,人講啊做生理人係蛤蟆胲吊算盤
M1070001D3130_10_07,打分佢莫了著若本錢有時節新糖仔實在餳人
M1070001D3130_11_07,人客還吂買著半粒就分𠊎上一粒下一粒拈忒會五股一
M1070001D3130_12_07,吾姆就會嘵𠊎毋好過拈哩喲
M1070001D3130_13_07,過拈利存就分你食過䢍欸𠊎心肝肚不服
M1070001D3130_14_07,去同人買乜愛使著若錢啊
M1070001D3130_15_07,黏時吾姆个目神仔就會應𠊎買還買賣還賣
M1070001D3130_16_07,這猴嫲你想仰仔跈等吾个三隻手指
M1070001D3130_17_07,原本係暢若若仔集合愛拈糖仔就分人䁯到毋甘願个散開
M1070001D3130_18_07,吾姆有幾戥真仔𠊎來講分你聽見擺吾姐公來買東西
M1070001D3130_19_07,都聘得無較便宜還過零星錢也有撿吾姆還講買賣算分啊
M1070001D3130_2_07,一等會算𠊎對吾姆个肚屎裡肚起勢就看等吾姆做生理
M1070001D3130_20_07,吾姆總係恁樣問阿爸今晡日係欠麼个呢
M1070001D3130_21_07,吾姐公係講三五項總有一項半項吾姆會應
M1070001D3130_22_07,該項您還吂有用著乜吾店項毋罅欸等下某某人就來哩
M1070001D3130_23_07,𠊎會同您留等其他个照算一角乜無減
M1070001D3130_24_07,少忒該項吾姆會等人客較少个時節喊𠊎送上去
M1070001D3130_26_07,阿公這項您毋記得拿著哩
M1070001D3130_27_07,該項一般都係吾姐公自家愛用愛食个東西
M1070001D3130_28_07,麼个毋記得拿著當然乜係吾姆教个
M1070001D3130_29_07,錢當然就毋使收啊就講買還買送還送
M1070001D3130_3_07,學等吾姆掌店吾姆有幾會算仔𠊎盡知
M1070001D3130_30_07,係恁堵好弓蕉賣到起點欸吂過熟
M1070001D3130_31_07,阿喜伯婆又堵好行出來街項
M1070001D3130_32_07,吾姆就會鬥當佢阿喜伯姆這托弓蕉同𠊎𢯭銷哪
M1070001D3130_33_07,總下去兩個銀就好𠊎心肝肚想割來兩十零銀个東西
M1070001D3130_34_07,伸著兩個銀還使賣等到有閒吾姆會講分𠊎聽
M1070001D3130_35_07,這弓蕉錢𫣆早就賺起來欸
M1070001D3130_36_07,阿喜伯婆難得出來街項佢就淨盼得買分厥孫仔食定定
M1070001D3130_37_07,哪盼得買分自家這係佢中意食个弓蕉
M1070001D3130_38_07,又堵好同𫣆𢯭銷盡好哦
M1070001D3130_39_07,𠊎還係嘴翹鼻翹用白白个目珠看吾姆
M1070001D3130_4_07,佢總係講做生理人就係為著該兩銑錢
M1070001D3130_40_07,該兩個銀不惜莫收送阿喜伯婆食就好哩恁齧做麼个
M1070001D3130_41_07,吾姆會開容笑面同𠊎講買還買送還送
M1070001D3130_42_07,阿喜伯婆係同𫣆交關哦𫣆愛承蒙佢佢仰使分你送
M1070001D3130_43_07,害佢擔人擔情買賣算分啊吾姆做生理
M1070001D3130_44_07,正經分到當清楚乜當會算
M1070001D3130_45_07,逐擺聽著吂天光个雞啼阿梅就會愐起五十年前个往事
M1070001D3130_46_07,朝晨頭五點邊仔隔壁雞塒寮个雞公就咯咯咯緊啼
M1070001D3130_47_07,毋使多睡个阿梅當早就䟘床煮朝做菜園炆豬菜
M1070001D3130_48_07,去山頂做事這係阿梅五十年前逐日就愛做个事頭
M1070001D3130_49_07,阿梅原旦係大戶人家做細妹仔時節
M1070001D3130_5_07,係講任做都賺無錢該毋當交腳閒尞較贏
M1070001D3130_50_07,除忒學習裁縫到青果合作社撿柑仔以外毋識做過麼个粗事
M1070001D3130_51_07,嫁到邱屋來个第三日就愛落到灶下去
M1070001D3130_52_07,同家娘共下煮飯煮菜分一屋家人食
M1070001D3130_53_07,吂識煮過菜个阿梅手腳慢板毋使講連一樣菜就毋會煮
M1070001D3130_54_07,家娘黏邊就講毋會煮菜敢嫁到吾邱屋來當下
M1070001D3130_55_07,阿梅目汁含等暗晡頭愛睡目時節
M1070001D3130_56_07,自家一儕人正在間項偷偷仔噭
M1070001D3130_57_07,家娘該句話在阿梅心肝肚囥欸五十年
M1070001D3130_58_07,阿梅盡記得結婚三個月過
M1070001D3130_59_07,老公就去金門做三長年兵自家一儕人愛面對老公个大家庭
M1070001D3130_6_07,故所係講有新產品愛賣吾姆定著會自家先試過
M1070001D3130_60_07,長輩像阿婆家官家娘阿叔叔姆大娘姑
M1070001D3130_61_07,晚輩像小娘姑小郎叔該央時阿梅比麼人就較生份
M1070001D3130_62_07,感覺比麼人就還較細樣仔還有大家庭个事仔
M1070001D3130_63_07,像煮菜洗衫褲送點心摘茶摘柑仔㧡秧仔餵頭牲
M1070001D3130_64_07,屋家个菜園个田坵个山林个事
M1070001D3130_65_07,哪位就愛到哪位就愛做阿梅愐起該段往事
M1070001D3130_66_07,緊講愛做毋怕較苦乜毋使驚總驚分人刁琢分人苦毒
M1070001D3130_67_07,該就毋知愛同麼人講正好囉老公做兵轉來五年
M1070001D3130_68_07,細人仔一隻降過一隻老公上臺北做頭路失敗
M1070001D3130_69_07,毋敢轉屋大家庭無法度包容佢一家人阿梅同四個細人仔
M1070001D3130_7_07,看用得無抑係好食無還過佢會先胚想這莊下賣得行無
M1070001D3130_70_07,就分人逐到柑仔寮去戴柑仔寮無浴堂無便所乜無灶頭
M1070001D3130_71_07,刻耐仔破錢笐仔來打灶頭用幾垤仔亞鉛板來潢浴堂
M1070001D3130_72_07,間項放隻尿桶來做便所逐擺落大雨還愛用錫桶仔承水
M1070001D3130_73_07,承著个水就拿來洗碗洗筷阿梅當記得戴在無十坪个柑仔寮
M1070001D3130_74_07,係佢同一群大細最艱苦个時節發風落水𥍉爧響雷公
M1070001D3130_75_07,佢同細人仔總係擠擠到一頂眠床
M1070001D3130_76_07,大家偎到共下毋使驚當燒暖
M1070001D3130_77_07,逐擺聽著臨天光个雞啼阿梅就會愐起該段往事
M1070001D3130_8_07,成時想了想還係有賣毋行个東西佢就會喊中盤煞煞收轉去
M1070001D3130_9_07,同佢講趕還萋萋退還你看哪位走較遽
M1080001A2107_1_07,人有相像物有相同
M1080001A2107_10_07,阿公毋做做人个孫仔
M1080001A2107_100_07,有兜好額人從細三兩重就毋動故所這下麼个就毋會
M1080001A2107_101_07,車仔買啊去月給三除四扣逐隻月伸著五千銀好使
M1080001A2107_102_07,阿明這擺考試打頭名佢就沙鼻摝天一哪仔同人講
M1080001A2107_103_07,講著成績老弟同頭名全全比毋得比該尾名就還較得
M1080001A2107_104_07,歸隻暑假都走到海脣沙埔項搞當然晒到歸身仔烏金金仔
M1080001A2107_105_07,這頭路錢雖然無多毋過三餐食頭家算起來乜還做得
